Title,Date
"Crush à Altura","16/09/2019"
"The I-Land: Minissérie: Admirável mundo novo","14/09/2019"
"Privacidade Hackeada","10/09/2019"
"Better Than Us: Temporada 1: Episódio 3","10/09/2019"
"Better Than Us: Temporada 1: Episódio 2","10/09/2019"
"Better Than Us: Temporada 1: Episódio 1","10/09/2019"
"Sex Education: Temporada 1: Episódio 8","09/09/2019"
"Sex Education: Temporada 1: Episódio 7","09/09/2019"
"Sex Education: Temporada 1: Episódio 6","08/09/2019"
"Sex Education: Temporada 1: Episódio 5","08/09/2019"
"Sex Education: Temporada 1: Episódio 4","08/09/2019"
"Sex Education: Temporada 1: Episódio 3","08/09/2019"
"MINDHUNTER: Temporada 1: Episódio 3","08/09/2019"
"The Alienist: Temporada 1: Malditos pensamentos","08/09/2019"
"Sex Education: Temporada 1: Episódio 2","08/09/2019"
"Sex Education: Temporada 1: Episódio 1","08/09/2019"
"Ash vs. Evil Dead: Temporada 1: Episódio 1","31/08/2019"
"Um sonho de liberdade","26/08/2019"
"30 dias de noite","25/08/2019"
"Blade Runner, o Caçador de Androides","25/08/2019"
"Van Helsing - o Caçador de Monstros","24/08/2019"
"The Titan","24/08/2019"
"Padre","24/08/2019"
"MINDHUNTER: Temporada 1: Episódio 2","20/08/2019"
"MINDHUNTER: Temporada 1: Episódio 1","20/08/2019"
"NOVA: Está Tudo nos Números","19/08/2019"
"NOVA: Black Hole Apocalypse","18/08/2019"
"O Trem de Hitler - A Besta de Aço","18/08/2019"
"A Vida pela Notícia","18/08/2019"
"Korengal","18/08/2019"
"The Alienist: Temporada 1: Sorriso prateado","18/08/2019"
"Whindersson Nunes: Adulto","18/08/2019"
"Seis Vezes Confusão","18/08/2019"
"The Alienist: Temporada 1: Uma parceria de sucesso","18/08/2019"
"Dark: Temporada 2: Fins e começos","15/08/2019"
"Dark: Temporada 2: Diabo Branco","15/08/2019"
"Dark: Temporada 2: Ciclo sem fim","13/08/2019"
"Dark: Temporada 2: Achados e perdidos","11/08/2019"
"Dark: Temporada 2: Os viajantes","11/08/2019"
"Dark: Temporada 2: Fantasmas","11/08/2019"
"Dark: Temporada 2: Matéria escura","11/08/2019"
"Dark: Temporada 2: Começos e fins","11/08/2019"
"Rick and Morty: Temporada 1: Cãortador de grama","11/08/2019"
"Sintonia: Temporada 1: Pegaram a Cacau","11/08/2019"
"Sintonia: Temporada 1: Mesma sintonia","11/08/2019"
"Sintonia: Temporada 1: Faz teu nome","11/08/2019"
"Sintonia: Temporada 1: O certo pelo certo","10/08/2019"
"Sintonia: Temporada 1: Segunda Chance","10/08/2019"
"The Alienist: Temporada 1: O garoto na ponte","10/08/2019"
"Sintonia: Temporada 1: Fiz uma pro crime","10/08/2019"
"Dark: Temporada 1: Alfa e ômega","09/08/2019"
"Dark: Temporada 1: Tudo acontece agora","08/08/2019"
"Dark: Temporada 1: Você colhe o que planta","08/08/2019"
"Dark: Temporada 1: Ponto crítico","08/08/2019"
"Dark: Temporada 1: Assim foi criado o mundo","08/08/2019"
"Dark: Temporada 1: Verdades","08/08/2019"
"Dark: Temporada 1: Vidas duplas","06/08/2019"
"Dark: Temporada 1: Passado e presente","06/08/2019"
"Dark: Temporada 1: Mentiras","05/08/2019"
"Dark: Temporada 1: Segredos","05/08/2019"
"O Homem nas Trevas","04/08/2019"
"Como vender drogas online (rápido): Temporada 1: O fracasso não é opção","04/08/2019"
"Como vender drogas online (rápido): Temporada 1: A vida não é justa, lide com isso","04/08/2019"
"Como vender drogas online (rápido): Temporada 1: Nerds hoje, chefes amanhã","04/08/2019"
"Divertida Mente","04/08/2019"
"La casa de papel: Parte 3: À deriva","04/08/2019"
"La casa de papel: Parte 3: Férias curtas","03/08/2019"
"La casa de papel: Parte 3: Tudo parecia insignificante","03/08/2019"
"La casa de papel: Parte 3: Bum, bum, ciao","03/08/2019"
"La casa de papel: Parte 3: Hora do golfinho","03/08/2019"
"La casa de papel: Parte 3: 48 metros de profundidade","03/08/2019"
"La casa de papel: Parte 3: Aikido","03/08/2019"
"La casa de papel: Parte 3: Estamos de volta","01/08/2019"
"Missão no Mar Vermelho","01/08/2019"
"La casa de papel: Parte 2: Episódio 9","01/08/2019"
"La casa de papel: Parte 2: Episódio 8","31/07/2019"
"La casa de papel: Parte 2: Episódio 7","31/07/2019"
"La casa de papel: Parte 2: Episódio 6","31/07/2019"
"La casa de papel: Parte 2: Episódio 5","31/07/2019"
"La casa de papel: Parte 2: Episódio 4","31/07/2019"
"La casa de papel: Parte 2: Episódio 3","30/07/2019"
"La casa de papel: Parte 2: Episódio 2","28/07/2019"
"La casa de papel: Parte 2: Episódio 1","28/07/2019"
"La casa de papel: Parte 1: Episódio 13","28/07/2019"
"La casa de papel: Parte 1: Episódio 12","28/07/2019"
"La casa de papel: Parte 1: Episódio 11","28/07/2019"
"La casa de papel: Parte 1: Episódio 10","28/07/2019"
"La casa de papel: Parte 1: Episódio 9","28/07/2019"
"La casa de papel: Parte 1: Episódio 8","28/07/2019"
"La casa de papel: Parte 1: Episódio 7","28/07/2019"
"La casa de papel: Parte 1: Episódio 6","28/07/2019"
"La casa de papel: Parte 1: Episódio 5","28/07/2019"
"La casa de papel: Parte 1: Episódio 4","27/07/2019"
"La casa de papel: Parte 1: Episódio 3","27/07/2019"
"The Walking Dead: Temporada 7: Chegará o dia em que você não agradecerá","27/07/2019"
"La casa de papel: Parte 1: Episódio 2","27/07/2019"
"La casa de papel: Parte 1: Episódio 1","26/07/2019"
"SAINT SEIYA: Os Cavaleiros do Zodíaco: Temporada 1: Ascensão da fênix","25/07/2019"
"SAINT SEIYA: Os Cavaleiros do Zodíaco: Temporada 1: Os Cavaleiros Negros","25/07/2019"
"SAINT SEIYA: Os Cavaleiros do Zodíaco: Temporada 1: Corrente nebulosa","25/07/2019"
"SAINT SEIYA: Os Cavaleiros do Zodíaco: Temporada 1: A chegada do dragão","25/07/2019"
"SAINT SEIYA: Os Cavaleiros do Zodíaco: Temporada 1: Queime seu cosmo","25/07/2019"
"SAINT SEIYA: Os Cavaleiros do Zodíaco: Temporada 1: Seiya de Pégaso","25/07/2019"
"Democracia em Vertigem","23/07/2019"
"À Queima-Roupa","21/07/2019"
"I Am Mother","13/07/2019"
"Black Mirror: Bandersnatch","13/07/2019"
"Lutas Ancestrais: Temporada 1: México: a pistola e o coração","13/07/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 4: À paz!","12/07/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 4: À revolução!","12/07/2019"
"Stranger Things: Stranger Things 3: Capítulo oito: A batalha de Starcourt","11/07/2019"
"Stranger Things: Stranger Things 3: Capítulo sete: A mordida","11/07/2019"
"Stranger Things: Stranger Things 3: Capítulo seis: E pluribus unum","11/07/2019"
"Stranger Things: Stranger Things 3: Capítulo cinco: Os devorados","11/07/2019"
"Stranger Things: Stranger Things 3: Capítulo quatro: A prova da sauna","10/07/2019"
"Stranger Things: Stranger Things 3: Capítulo três: A salva-vidas desaparecida","09/07/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 4: Perigo à vista","08/07/2019"
"Stranger Things: Stranger Things 3: Capítulo dois: O caso dos ratos","08/07/2019"
"Stranger Things: Stranger Things 3: Capítulo um: Está me ouvindo, Suzie?","07/07/2019"
"Stranger Things: Stranger Things 2: Capítulo seis: O espião","07/07/2019"
"Stranger Things: Stranger Things 2: Capítulo cinco: Dig Dug","07/07/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 4: Questão de segurança nacional","06/07/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 4: Bárbaros","06/07/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 4: A forca","04/07/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 3: Episódio 6","04/07/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 3: Episódio 5","03/07/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 3: Episódio 4","03/07/2019"
"Labirinto Verde: Temporada 1: O que sonham os lobos","02/07/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 3: Episódio 3","01/07/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 3: Episódio 2","01/07/2019"
"Titãs: Temporada 1: Origens","26/06/2019"
"Titãs: Temporada 1: Rapina e Columba","26/06/2019"
"Titãs: Temporada 1: Titãs","26/06/2019"
"Labirinto Verde: Temporada 1: Estranho na cidade","26/06/2019"
"Os Cavaleiros do Zodíaco - The Lost Canvas: A Saga de Hades: Temporada 1: Episódio 1","11/06/2019"
"Roubando Vidas","10/06/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 3: Episódio 1","09/06/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 2: Episódio 6","09/06/2019"
"One-Punch Man: Temporada 1: O homem mais poderoso","09/06/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 2: Episódio 5","08/06/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 2: Episódio 4","08/06/2019"
"Eu Vi: Temporada 1: O matadouro","06/06/2019"
"O Detento: Temporada 1: Episódio 1","06/06/2019"
"Bandidos na TV: Temporada 1: Comoção e barbárie","06/06/2019"
"Bandidos na TV: Temporada 1: O julgamento","06/06/2019"
"Bandidos na TV: Temporada 1: Nas mãos de Deus","06/06/2019"
"Bandidos na TV: Temporada 1: O filho","06/06/2019"
"Bandidos na TV: Temporada 1: Conspiração","05/06/2019"
"Bandidos na TV: Temporada 1: A investigação","05/06/2019"
"Bandidos na TV: Temporada 1: A acusação","05/06/2019"
"Bones, o Anjo das Trevas","05/06/2019"
"Bad Blood: Temporada 1: Tudo ou nada","05/06/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 2: Episódio 3","02/06/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 2: Episódio 2","02/06/2019"
"Bonnie & Clyde","02/06/2019"
"Revolt","02/06/2019"
"Satânico","02/06/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 2: Episódio 1","02/06/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 1: Episódio 6","02/06/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 1: Episódio 5","01/06/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 1: Episódio 4","01/06/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 1: Episódio 3","25/05/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 1: Episódio 2","25/05/2019"
"Fim do Mundo","25/05/2019"
"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 1: Episódio 1","25/05/2019"
"O Mecanismo: Temporada 1: Lava Jato","25/05/2019"
"O Gângster","25/05/2019"
"Rick and Morty: Temporada 1: Piloto","25/05/2019"
"Rick and Morty: Temporada 1: A Revolta dos Meeseeks","24/05/2019"
"The Code: Temporada 1: Os elementos básicos da natureza","19/05/2019"
"A Lenda de Tarzan","18/05/2019"
"Agentes S.H.I.E.L.D. da Marvel: Temporada 1: 0-8-4","12/05/2019"
"Agentes S.H.I.E.L.D. da Marvel: Temporada 1: Piloto","12/05/2019"
"O Mecanismo: Temporada 2: De onde vem a lama?","12/05/2019"
"Guerra contra Aliens","12/05/2019"
"Lucifer: Temporada 4: Está tudo certo","10/05/2019"
"The Society: Temporada 1: O que aconteceu","10/05/2019"
"Terra à Deriva","09/05/2019"
"Spartacus: Blood and Sand: A serpente vermelha","05/05/2019"
"Spartacus: Vengeance: Fugitivus","05/05/2019"
"Spartacus: Gods of the Arena: O amargo final","04/05/2019"
"Spartacus: Gods of the Arena: O acerto","04/05/2019"
"Spartacus: Gods of the Arena: Atrás da máscara","04/05/2019"
"Spartacus: Gods of the Arena: Paterfamilias","04/05/2019"
"Spartacus: Gods of the Arena: Missio","03/05/2019"
"Spartacus: Gods of the Arena: Transgressões do passado","03/05/2019"
"Guardiões da Galáxia","28/04/2019"
"The Walking Dead: Temporada 6: O último dia na Terra","28/04/2019"
"Mogli - Entre Dois Mundos","27/04/2019"
"Pacto de Sangue: Temporada 1: TV Novo Pará","27/04/2019"
"Jack Reacher: Sem Retorno","26/04/2019"
"Homem de Ferro","25/04/2019"
"Na Própria Pele - O Caso Stefano Cucchi","25/04/2019"
"Hell or High Water","24/04/2019"
"Nada Santo","22/04/2019"
"Seven - Os sete crimes capitais","21/04/2019"
"The Silence","21/04/2019"
"NOVA: Dentro da Mente de Einstein","20/04/2019"
"Bruna Surfistinha","20/04/2019"
"Black Summer: Temporada 1: O estádio","20/04/2019"
"Black Summer: Temporada 1: O túnel","20/04/2019"
"Black Summer: Temporada 1: Assalto","20/04/2019"
"Black Summer: Temporada 1: Lanchonete","20/04/2019"
"Black Summer: Temporada 1: Sozinho","20/04/2019"
"Black Summer: Temporada 1: Escola de verão","20/04/2019"
"Black Summer: Temporada 1: Impulso","20/04/2019"
"Black Summer: Temporada 1: Fluxo humano","20/04/2019"
"Nosso Planeta: Temporada 1: Um só planeta","17/04/2019"
"Billions: Temporada 1: Quem é o traidor?","08/04/2019"
"Billions: Temporada 1: Tapa na cara","07/04/2019"
"Vikings: Temporada 5: Visões","07/04/2019"
"Billions: Temporada 1: O acordo","07/04/2019"
"Billions: Temporada 1: Que vida boa","07/04/2019"
"Caçada Mortal","06/04/2019"
"Oeste sem Lei","06/04/2019"
"Canguru Jack","06/04/2019"
"Paskal: Missão Resgate","06/04/2019"
"Ultraman: Temporada 1: Episódio 1","06/04/2019"
"Durante a Tormenta","06/04/2019"
"Estrada Sem Lei","05/04/2019"
"Billions: Temporada 1: Short squeeze","03/04/2019"
"Billions: Temporada 1: Piloto","02/04/2019"
"Billions: Temporada 1: Sabor de juventude","02/04/2019"
"Billions: Temporada 1: Fechando o cerco","02/04/2019"
"Tumba Aberta","01/04/2019"
"The Code: Temporada 1: O número mágico","01/04/2019"
"O Bom Dinossauro","31/03/2019"
"Caçadores de Trolls: Contos da Arcadia: Parte 1: A transformação – parte 1","31/03/2019"
"Pets - A Vida Secreta dos Bichos","27/03/2019"
"O Homem de Aço","25/03/2019"
"The Dirt – Confissões do Mötley Crüe","22/03/2019"
"Asfalto de Sangue","19/03/2019"
"O Menino que Descobriu o Vento","18/03/2019"
"Love, Death & Robots: Volume 1: A TESTEMUNHA","16/03/2019"
"Love, Death & Robots: Volume 1: OS TRÊS ROBÔS","16/03/2019"
"Love, Death & Robots: Volume 1: A VANTAGEM DE SONNIE","16/03/2019"
"Mad Max","16/03/2019"
"Leal, solo hay una forma de vivir","16/03/2019"
"Exterminadores do Além Contra a Loira do Banheiro","16/03/2019"
"1922","15/03/2019"
"Turismo Macabro: Temporada 1: Estados Unidos","14/03/2019"
"Operação Fronteira","13/03/2019"
"O Fotógrafo de Mauthausen","09/03/2019"
"O conde de Monte Cristo","09/03/2019"
"Close","08/03/2019"
"Polar","05/03/2019"
"Em Busca de Watership Down: Minissérie: O ataque","23/02/2019"
"Em Busca de Watership Down: Minissérie: A jornada","23/02/2019"
"Os 3 Lá Embaixo: Contos da Arcadia: Parte 1: Terra desconhecida - Parte 2","23/02/2019"
"Mais Forte que o Mundo - A História de José Aldo","22/02/2019"
"Batman: Sangue Ruim","17/02/2019"
"Círculo de Fogo","15/02/2019"
"Ressurreição","15/02/2019"
"Nightflyers: Temporada 1: O que ficou pra trás","15/02/2019"
"Titãs: Temporada 1: Koriand'r","07/02/2019"
"Titãs: Temporada 1: Hank e Dawn","07/02/2019"
"Titãs: Temporada 1: Donna Troy","07/02/2019"
"Titãs: Temporada 1: O hospício","03/02/2019"
"Titãs: Temporada 1: Jason Todd","03/02/2019"
"Titãs: Temporada 1: Juntos","03/02/2019"
"Titãs: Temporada 1: Patrulha de condenados","03/02/2019"
"Flu","27/01/2019"
"Revenger","27/01/2019"
"Constantine","27/01/2019"
"COMEDIANTES do mundo: Brasil: Afonso Padilha","24/01/2019"
"COMEDIANTES do mundo: Brasil: Mhel Marrer","24/01/2019"
"COMEDIANTES do mundo: Brasil: Thiago Ventura","24/01/2019"
"Conversando com um serial killer: Ted Bundy: Minissérie: Um criminoso bonito","24/01/2019"
"Marvel - O Justiceiro: Temporada 2: A tormenta","24/01/2019"
"Marvel - O Justiceiro: Temporada 2: Rota de colisão","24/01/2019"
"Marvel - O Justiceiro: Temporada 2: O abismo","23/01/2019"
"IO","23/01/2019"
"Marvel - O Justiceiro: Temporada 2: Coração sombrio","21/01/2019"
"Marvel - O Justiceiro: Temporada 2: A recompensa","21/01/2019"
"Marvel - O Justiceiro: Temporada 2: O protetor do meu irmão","21/01/2019"
"Marvel - O Justiceiro: Temporada 2: Um dia ruim","20/01/2019"
"Marvel - O Justiceiro: Temporada 2: Nakazat","20/01/2019"
"Marvel - O Justiceiro: Temporada 2: O jogo","20/01/2019"
"Marvel - O Justiceiro: Temporada 2: Cicatrizes do passado","20/01/2019"
"Marvel - O Justiceiro: Temporada 2: Agitar a água","18/01/2019"
"Marvel - O Justiceiro: Temporada 2: Lutar ou fugir","18/01/2019"
"Marvel - O Justiceiro: Temporada 2: Briga de bar","18/01/2019"
"Turismo Macabro: Temporada 1: Japão","15/01/2019"
"Turismo Macabro: Temporada 1: América Latina","15/01/2019"
"Solo","13/01/2019"
"Você: Temporada 1: Piloto","13/01/2019"
"BÖRÜ - Esquadrão Lobo: Temporada 1: Às vezes os monstros ganham","12/01/2019"
"Shaun, o Carneiro: Temporada 3: Fósseis / O skate","08/01/2019"
"Shaun, o Carneiro: Temporada 3: O jogo / Vamos ver um filme?","08/01/2019"
"Shaun, o Carneiro: Temporada 3: Missão incaixível / Adeus, celeiro","08/01/2019"
"Shaun, o Carneiro: Temporada 3: Shaun, o fugitivo / Difícil de engolir","08/01/2019"
"Shaun, o Carneiro: Temporada 3: Os bagunceiros / O corvo","08/01/2019"
"Shaun, o Carneiro: Temporada 3: O pastor / Você esqueceu uma parte","08/01/2019"
"Shaun, o Carneiro: Temporada 3: Os famintos / O coco","08/01/2019"
"Shaun, o Carneiro: Temporada 4: Phoney Farmer / Ground Dog Day","07/01/2019"
"Shaun, o Carneiro: Temporada 4: Bad Boy / Remote Control","07/01/2019"
"Shaun, o Carneiro: Temporada 4: Wildlife Watch / The Pelican","07/01/2019"
"Shaun, o Carneiro: Temporada 4: The Dog Show / Missing Piece","07/01/2019"
"Shaun, o Carneiro: Temporada 4: The Loony Tic / Men at Work","07/01/2019"
"Shaun, o Carneiro: Temporada 4: Prize Possession / The Spider","07/01/2019"
"Shaun, o Carneiro: Temporada 4: DIY / The Rabbit","07/01/2019"
"Shaun, o Carneiro: Temporada 4: 3DTV / The Smelly Farmer","07/01/2019"
"Shaun, o Carneiro: Temporada 4: Happy Birthday Timmy / The Genie","07/01/2019"
"Narcos: México: Temporada 1: Operação Leyenda","06/01/2019"
"Narcos: México: Temporada 1: Lope de Vega, 881","06/01/2019"
"Narcos: México: Temporada 1: Basta dizer não","05/01/2019"
"Medalha de Honra: Temporada 1: Clint Romesha","05/01/2019"
"A Noite de 12 Anos","05/01/2019"
"Operação Final","05/01/2019"
"Bad Blood: Temporada 1: Cicatrizes do passado","05/01/2019"
"Narcos: México: Temporada 1: Chefe dos chefes","04/01/2019"
"Shaun, o Carneiro: Temporada 4: Cones / Caught Short Alien","04/01/2019"
"Shaun, o Carneiro: Temporada 3: Brincando com sombras / Vai encarar?","04/01/2019"
"Shaun, o Carneiro: Temporada 3: Que calor! / O resgate","04/01/2019"
"Shaun, o Carneiro: Temporada 3: O piano / Foto de família","04/01/2019"
"Os 3 Lá Embaixo: Contos da Arcadia: Parte 1: Terra desconhecida - Parte 1","03/01/2019"
"Narcos: México: Temporada 1: A última travessia","02/01/2019"
"Diablero: Temporada 1: As crianças desaparecidas","31/12/2018"
"Diablero: Temporada 1: Perna de um cachorro, coração de uma galinha","31/12/2018"
"Diablero: Temporada 1: Os demônios estão entre nós","31/12/2018"
"Narcos: México: Temporada 1: Camelot","31/12/2018"
"Bird Box","30/12/2018"
"O Último Guardião: Temporada 1: Episódio 2","30/12/2018"
"Narcos: México: Temporada 1: A conexão colombiana","27/12/2018"
"Narcos: México: Temporada 1: Rafa, Rafa, Rafa!","26/12/2018"
"Narcos: México: Temporada 1: O padrinho","26/12/2018"
"Lucifer: Temporada 1: Parceiro","25/12/2018"
"Lucifer: Temporada 1: Filho favorito","25/12/2018"
"Lucifer: Temporada 1: Sapatos","25/12/2018"
"Lucifer: Temporada 1: Novidades masculinas","25/12/2018"
"Benji","25/12/2018"
"Narcos: México: Temporada 1: O Sistema de Praça","24/12/2018"
"Especial de Natal Porta dos Fundos","23/12/2018"
"Assassino a Preço Fixo 2","23/12/2018"
"O Regresso","23/12/2018"
"Sicario: Terra de Ninguém","23/12/2018"
"Jackass 3","23/12/2018"
"Marvel - O Justiceiro: Temporada 1: Memento mori","23/12/2018"
"Marvel - O Justiceiro: Temporada 1: Lar","23/12/2018"
"Marvel - O Justiceiro: Temporada 1: Perigo próximo","23/12/2018"
"Marvel - O Justiceiro: Temporada 1: Virtude dos maus","23/12/2018"
"Marvel - O Justiceiro: Temporada 1: Este lado para o inimigo","23/12/2018"
"Marvel - O Justiceiro: Temporada 1: Aço resfriado","23/12/2018"
"Marvel - O Justiceiro: Temporada 1: Na mira","20/12/2018"
"Marvel - O Justiceiro: Temporada 1: O infiltrado","20/12/2018"
"Marvel - O Justiceiro: Temporada 1: Gunner","19/12/2018"
"Marvel - O Justiceiro: Temporada 1: Reabastecimento","18/12/2018"
"O Último Guardião: Temporada 1: Episódio 1","17/12/2018"
"Marvel - O Justiceiro: Temporada 1: Kandahar","16/12/2018"
"Marvel - O Justiceiro: Temporada 1: Dois homens mortos","16/12/2018"
"Marvel - O Justiceiro: Temporada 1: Três da madrugada","16/12/2018"
"Vikings: Temporada 5: Uma história simples","11/12/2018"
"Vikings: Temporada 5: A piada","09/12/2018"
"Vikings: Temporada 5: Lua cheia","09/12/2018"
"Vikings: Temporada 5: A mensagem","09/12/2018"
"Vikings: Temporada 5: O prisioneiro","07/12/2018"
"Vikings: Temporada 5: O plano","07/12/2018"
"Vikings: Temporada 5: Terra natal","06/12/2018"
"Vikings: Temporada 5: Aqueles que se foram","06/12/2018"
"Fugitiva: Temporada 1: Episódio 1","06/12/2018"
"Vikings: Temporada 5: O rei pescador","05/12/2018"
"Carga Bruta","05/12/2018"
"Patriot Act with Hasan Minhaj: Volume 1: Supreme","24/11/2018"
"Delírio","20/11/2018"
"Maus","20/11/2018"
"Castlevania: Temporada 2: O rio","20/11/2018"
"Castlevania: Temporada 2: Último feitiço","20/11/2018"
"Na Mira do Medo","13/11/2018"
"Medalha de Honra: Temporada 1: Sylvester Antolak","13/11/2018"
"Legítimo Rei","12/11/2018"
"A Escuridão","08/11/2018"
"Attack on Titan","08/11/2018"
"The Flash: Temporada 2: Flash dos dois mundos","05/11/2018"
"The Flash: Temporada 2: O homem que salvou Central City","05/11/2018"
"Coraline e o mundo secreto","04/11/2018"
"Momentum","04/11/2018"
"Diário de Horrores: Temporada 1: Teatro de bonecos","03/11/2018"
"Diário de Horrores: Temporada 1: Amigo virtual","03/11/2018"
"Os Jovens Titãs em Ação: Temporada 1: Craque no volante / Mão de cachorro","02/11/2018"
"Os Jovens Titãs em Ação: Temporada 1: Sanduíche lendário / Amamos uma torta","02/11/2018"
"Up - Altas aventuras","02/11/2018"
"Os Incríveis","02/11/2018"
"Bob Esponja - Um Herói Fora D'Água","29/10/2018"
"Toy Story de Terror","29/10/2018"
"Valente","28/10/2018"
"Trolls: O ritmo continua!: Temporada 3: O impostor / Fazendo amizade com o inimigo","28/10/2018"
"Trolls: Vamos Festejar","28/10/2018"
"Salvation: Temporada 1: Piloto","26/10/2018"
"Luciferina","26/10/2018"
"Terrorismo - Atentados Frustrados: Temporada 1: O plano para o metrô de Nova York","26/10/2018"
"Illang: A Brigada Lobo","26/10/2018"
"Olhos Famintos 3","25/10/2018"
"Marvel - Demolidor: Temporada 2: Mea culpa","25/10/2018"
"Goosebumps: Monstros e Arrepios","25/10/2018"
"Jason Bourne","23/10/2018"
"Debi & Lóide 2","22/10/2018"
"Jackass 3.5: Sem Censura","22/10/2018"
"Lucifer: Temporada 1: O quase Príncipe das Trevas","21/10/2018"
"Toy Story - Um Mundo de Aventuras","21/10/2018"
"Procurando Nemo","21/10/2018"
"A Noite nos Persegue","21/10/2018"
"De Volta ao Jogo","21/10/2018"
"Lucifer: Temporada 1: Fica, Lucifer. Bom Diabo.","21/10/2018"
"Eu Vi: Temporada 1: A mulher de branco","21/10/2018"
"Hotel Transilvânia 2","19/10/2018"
"Kuntilanak: Espelho do Mal","17/10/2018"
"A Bizarra Confeitaria de Christine McConnell: Temporada 1: Lanche para as visitas","17/10/2018"
"Lucifer: Temporada 1: Piloto","17/10/2018"
"Chappie","16/10/2018"
"Nitro Circus: O Filme","16/10/2018"
"Elite: Temporada 1: Bem-vindos","16/10/2018"
"Chasing Monsters: Temporada 1: O dinossauro da Amazônia","16/10/2018"
"Chasing Monsters: Temporada 1: Dominando a piraíba","15/10/2018"
"Errementari: O Ferreiro e o Diabo","15/10/2018"
"Ghost Patrol","15/10/2018"
"DC's Legends of Tomorrow: Temporada 1: Piloto: Parte 1","15/10/2018"
"The Rain: Temporada 1: Evite a cidade","15/10/2018"
"22 de Julho","14/10/2018"
"The Originals: Temporada 3: A coroa sangrenta","14/10/2018"
"Apóstolo","14/10/2018"
"The Rain: Temporada 1: Fiquem juntos","14/10/2018"
"The Rain: Temporada 1: Não saia","14/10/2018"
"Maçonaria - Segredos Revelados: Temporada 1: Episódio 1","14/10/2018"
"MeatEater: Temporada 7: Episódio 1","14/10/2018"
"The Originals: Temporada 3: Vão pagar caro por isso","14/10/2018"
"Pacific Warriors","13/10/2018"
"The Rain: Temporada 1: Confie em seus instintos","12/10/2018"
"The Rain: Temporada 1: Não fale com estranhos","12/10/2018"
"Hush - A Morte Ouve","11/10/2018"
"Caso de Polícia: Temporada 1: Quem armou essa cilada?","06/10/2018"
"Como Defender um Assassino: Temporada 4: Ninguém mais vai morrer","05/10/2018"
"Como Defender um Assassino: Temporada 4: O dia antes dele morrer","05/10/2018"
"Como Defender um Assassino: Temporada 4: Lahey contra o estado da Pensilvânia","05/10/2018"
"Como Defender um Assassino: Temporada 4: Pergunte a ele sobre Stella","05/10/2018"
"Como Defender um Assassino: Temporada 4: Ele é um péssimo pai","04/10/2018"
"Como Defender um Assassino: Temporada 4: Tudo que fizemos foi em vão","04/10/2018"
"The Originals: Temporada 3: É a sua vez de ajudar","03/10/2018"
"The Rain: Temporada 1: Mantenha seus amigos por perto","03/10/2018"
"The Originals: Temporada 3: Chega de sofrer","02/10/2018"
"The Originals: Temporada 3: O diabo vem e suspira","02/10/2018"
"The Rain: Temporada 1: Tenha fé","02/10/2018"
"The Originals: Temporada 3: Atrás do horizonte sombrio","01/10/2018"
"The Rain: Temporada 1: Não confie em ninguém","01/10/2018"
"Explicando: Temporada 1: O mercado de ações","30/09/2018"
"Explicando: Temporada 1: Podemos viver para sempre?","30/09/2018"
"Como Defender um Assassino: Temporada 4: Ele morreu","30/09/2018"
"Seguindo os Fatos: Parte 1: Sobrevivencialistas","30/09/2018"
"Seguindo os Fatos: Parte 2: Jovens influenciadores","30/09/2018"
"Como Defender um Assassino: Temporada 4: Viva. Viva. Viva.","30/09/2018"
"Como Defender um Assassino: Temporada 4: Ninguém torce pelo Golias","30/09/2018"
"The Originals: Temporada 3: Sozinho com todos","30/09/2018"
"Bleach","30/09/2018"
"The Originals: Temporada 3: Visita de um velho amigo","30/09/2018"
